"","ENST","ENSG","Symbol","Entrez"
"111039","ENST00000515983","ENSG00000251792","",NA
"111040","ENST00000514600","ENSG00000248307","LINC00616",641365
"111083","ENST00000569518","ENSG00000100483","VCPKMT",79609
"111088","ENST00000357266","ENSG00000096060","FKBP5",2289
"111092","ENST00000216373","ENSG00000100485","SOS2",6655
"111098","ENST00000418091","ENSG00000227485","",NA
"111099","ENST00000511402","ENSG00000231228","ARPP19P1",NA
"111100","ENST00000663646","ENSG00000287579","",NA
"111103","ENST00000425914","ENSG00000224609","FGGY-DT",729467
"111116","ENST00000514811","ENSG00000248965","",NA
"111117","ENST00000517582","ENSG00000253447","",NA
"111121","ENST00000524295","ENSG00000254226","LINC01933",101927115
"111127","ENST00000274901","ENSG00000146151","HMGCLL1",54511
"111136","ENST00000453229","ENSG00000235545","DOCK7-DT",NA
"111137","ENST00000444290","ENSG00000236646","LAMTOR5P1",NA
"111138","ENST00000671378","ENSG00000287323","",NA
"111139","ENST00000673726","ENSG00000169174","PCSK9",255738
"111145","ENST00000377227","ENSG00000087206","UIMC1",51720
"111159","ENST00000506852","ENSG00000250945","",NA
"111160","ENST00000641328","ENSG00000251600","",101927636
"111183","ENST00000426870","ENSG00000236193","LINC01953",NA
"111184","ENST00000594056","ENSG00000269680","",NA
"111185","ENST00000430283","ENSG00000233329","RPS16P3",NA
"111186","ENST00000658948","ENSG00000287791","",NA
"111187","ENST00000597168","ENSG00000125731","SH2D3A",10045
"111195","ENST00000419877","ENSG00000224019","RPL21P32",NA
"111196","ENST00000653866","ENSG00000287493","",NA
"111197","ENST00000663023","ENSG00000287014","",NA
"111198","ENST00000553143","ENSG00000166046","TCP11L2",255394
"111208","ENST00000421994","ENSG00000232198","MTCO2P34",NA
"111209","ENST00000439662","ENSG00000231622","RPS29P7",NA
"111210","ENST00000484331","ENSG00000091428","RAPGEF4",11069
"111225","ENST00000634732","ENSG00000238063","LINC01685",NA
"111241","ENST00000432417","ENSG00000224735","",NA
"111242","ENST00000458382","ENSG00000226110","",NA
"111243","ENST00000428215","ENSG00000229037","MRPL32P2",NA
"111244","ENST00000512025","ENSG00000249960","",NA
"111245","ENST00000338647","ENSG00000189420","ZFP92",139735
"111246","ENST00000670924","ENSG00000249184","",105377488
"111253","ENST00000217926","ENSG00000123569","H2BW1",158983
"111254","ENST00000475274","ENSG00000241157","RPL32P32",NA
"111255","ENST00000514583","ENSG00000248715","",NA
"111256","ENST00000375503","ENSG00000171405","XAGE5",170627
"111260","ENST00000416486","ENSG00000235804","",NA
"111261","ENST00000651895","ENSG00000251620","STPG2-AS1",101410545
"111264","ENST00000514073","ENSG00000253917","",NA
"111265","ENST00000426300","ENSG00000227104","PIGQP1",NA
"111266","ENST00000505381","ENSG00000248735","R3HDM2P1",NA
"111267","ENST00000371281","ENSG00000243725","TTC4",7268
"111271","ENST00000624435","ENSG00000280056","",NA
"111272","ENST00000518170","ENSG00000178852","EFCAB13",124989
"111285","ENST00000612976","ENSG00000275647","",NA
"111286","ENST00000508655","ENSG00000251345","CDRT15P11",NA
"111287","ENST00000653209","ENSG00000248719","PRDM8-AS1",NA
"111289","ENST00000245912","ENSG00000125735","TNFSF14",8740
"111292","ENST00000511745","ENSG00000251056","ANKRD20A17P",NA
"111293","ENST00000296575","ENSG00000164161","HHIP",64399
"111301","ENST00000611668","ENSG00000269586","CT45A10",102723631
"111304","ENST00000164640","ENSG00000067840","PDZD4",57595
"111313","ENST00000372299","ENSG00000171872","KLF17",128209
"111315","ENST00000338437","ENSG00000168748","CA7",766
"111318","ENST00000606966","ENSG00000272473","",NA
"111319","ENST00000577608","ENSG00000284361","MIR4745",100616459
"111320","ENST00000583431","ENSG00000263414","MIR3187",100422854
"111321","ENST00000371250","ENSG00000162407","PLPP3",8613
"111326","ENST00000598155","ENSG00000125755","SYMPK",8189
"111344","ENST00000513338","ENSG00000249215","NCOA4P4",NA
"111345","ENST00000483742","ENSG00000068976","PYGM",NA
"111350","ENST00000394243","ENSG00000171992","SYNPO",11346
"111355","ENST00000646875","ENSG00000285079","",NA
"111356","ENST00000394817","ENSG00000120725","SIL1",64374
"111371","ENST00000624002","ENSG00000279640","",NA
"111372","ENST00000653847","ENSG00000287117","",NA
"111373","ENST00000615459","ENSG00000169218","RSPO1",284654
"111377","ENST00000623434","ENSG00000279993","",NA
"111378","ENST00000514866","ENSG00000151962","RBM46",166863
"111382","ENST00000544667","ENSG00000256071","",NA
"111383","ENST00000298274","ENSG00000102290","PCDH11X",27328
"111392","ENST00000552780","ENSG00000257410","",NA
"111393","ENST00000661087","ENSG00000260876","LINC01229",101928248
"111436","ENST00000550111","ENSG00000258172","",NA
"111437","ENST00000332700","ENSG00000185610","DBX2",440097
"111438","ENST00000261699","ENSG00000087299","L2HGDH",79944
"111445","ENST00000258534","ENSG00000136048","DRAM1",55332
"111452","ENST00000505099","ENSG00000111863","ADTRP",84830
"111462","ENST00000515135","ENSG00000251051","ELL2P2",NA
"111463","ENST00000550230","ENSG00000257289","",NA
"111464","ENST00000535242","ENSG00000256312","",NA
"111465","ENST00000344721","ENSG00000151623","NR3C2",4306
"111474","ENST00000656874","ENSG00000286907","",NA
"111477","ENST00000548764","ENSG00000257164","LINC02451",105369738
"111479","ENST00000267260","ENSG00000139767","SRRM4",84530
"111486","ENST00000296215","ENSG00000163877","SNIP1",NA
"111490","ENST00000594089","ENSG00000269038","SF1-DT",NA
"111491","ENST00000577413","ENSG00000264712","MIR4504",NA
"111492","ENST00000555403","ENSG00000259071","",NA
"111493","ENST00000556713","ENSG00000258857","",NA
"111494","ENST00000395834","ENSG00000100490","CDKL1",8814
"111505","ENST00000621598","ENSG00000276250","",NA
"111506","ENST00000627148","ENSG00000135346","CGA",1081
"111512","ENST00000294066","ENSG00000168067","MAP4K2",5871
"111525","ENST00000437890","ENSG00000228929","RPS13P2",NA
"111526","ENST00000569200","ENSG00000260530","",NA
"111527","ENST00000426714","ENSG00000224570","",NA
"111528","ENST00000421838","ENSG00000224980","RPL23AP85",NA
"111529","ENST00000313116","ENSG00000147124","ZNF41",7592
"111534","ENST00000331747","ENSG00000185031","SLC2A3P2",NA
"111535","ENST00000341165","ENSG00000188554","NBR1",4077
"111542","ENST00000600892","ENSG00000168367","LINC00917",732275
"111559","ENST00000624477","ENSG00000278967","",NA
"111560","ENST00000371486","ENSG00000157184","CPT2",1376
"111572","ENST00000393330","ENSG00000127324","TSPAN8",7103
"111579","ENST00000663460","ENSG00000286749","",NA
"111581","ENST00000619635","ENSG00000183837","PNMA3",29944
"111584","ENST00000660847","ENSG00000286350","",NA
"111585","ENST00000517511","ENSG00000253297","",NA
"111586","ENST00000509352","ENSG00000250346","EEF1GP2",NA
"111587","ENST00000261951","ENSG00000113300","CNOT6",57472
"111594","ENST00000366924","ENSG00000122194","PLG",5340
"111606","ENST00000523374","ENSG00000251192","ZNF674",641339
"111614","ENST00000400017","ENSG00000092200","RPGRIP1",57096
"111627","ENST00000606809","ENSG00000272491","",NA
"111628","ENST00000507844","ENSG00000251388","",NA
"111629","ENST00000372571","ENSG00000198815","FOXJ3",22887
"111638","ENST00000274065","ENSG00000145425","RPS3A",6189
"111652","ENST00000500968","ENSG00000247746","USP51",158880
"111654","ENST00000622727","ENSG00000269502","DMRTC1",63947
"111658","ENST00000552531","ENSG00000257848","",NA
"111659","ENST00000652314","ENSG00000260026","LINC02189",NA
"111666","ENST00000553277","ENSG00000123384","LRP1",4035
"111678","ENST00000650164","ENSG00000261285","",NA
"111682","ENST00000517474","ENSG00000253852","",NA
"111683","ENST00000573100","ENSG00000262543","SMIM28",NA
"111684","ENST00000569990","ENSG00000260880","HCCAT5",283902
"111689","ENST00000623419","ENSG00000280318","",NA
"111690","ENST00000513561","ENSG00000249073","WSPAR",105664404
"111691","ENST00000330636","ENSG00000214113","LYRM4",57128
"111700","ENST00000511727","ENSG00000249950","",NA
"111701","ENST00000518814","ENSG00000127743","IL17B",27190
"111704","ENST00000562349","ENSG00000260115","CDH8-AS1",NA
"111705","ENST00000563491","ENSG00000086696","HSD17B2",3294
"111711","ENST00000492267","ENSG00000241095","CYP51A1P1",NA
"111712","ENST00000370857","ENSG00000076770","MBNL3",55796
"111724","ENST00000484414","ENSG00000163376","KBTBD8",84541
"111729","ENST00000521481","ENSG00000094755","GABRP",2568
"111739","ENST00000675446","ENSG00000288638","LNCDAT",NA
"111746","ENST00000466190","ENSG00000239472","RN7SL221P",NA
"111747","ENST00000607495","ENSG00000272305","",NA
"111750","ENST00000538868","ENSG00000226180","",100129215
"111751","ENST00000454707","ENSG00000215057","PKMP5",NA
"111752","ENST00000624875","ENSG00000278893","",NA
"111753","ENST00000599486","ENSG00000268532","LINC02135",146513
"111754","ENST00000244766","ENSG00000124785","NRN1",51299
"111758","ENST00000610567","ENSG00000276393","",NA
"111759","ENST00000499110","ENSG00000247033","",NA
"111760","ENST00000620845","ENSG00000278716","",NA
"111761","ENST00000486325","ENSG00000243974","VTI1BP1",NA
"111762","ENST00000641751","ENSG00000284670","RPSAP56",NA
"111764","ENST00000604229","ENSG00000271671","",NA
"111765","ENST00000617035","ENSG00000274092","",NA
"111766","ENST00000565257","ENSG00000260715","",NA
"111767","ENST00000566646","ENSG00000261199","UBE2FP2",NA
"111768","ENST00000603858","ENSG00000270222","DUXAP11",NA
"111769","ENST00000622310","ENSG00000273659","",NA
"111770","ENST00000569032","ENSG00000261063","",NA
"111771","ENST00000584820","ENSG00000263572","MIR7853",102466866
"111772","ENST00000415609","ENSG00000144744","UBA3",9039
"111785","ENST00000636514","ENSG00000283616","MIR5683",100847034
"111786","ENST00000403621","ENSG00000241216","SNAPC5P1",NA
"111787","ENST00000563521","ENSG00000260162","",NA
"111788","ENST00000264870","ENSG00000124491","F13A1",2162
"111794","ENST00000006053","ENSG00000006210","CX3CL1",6376
"111798","ENST00000568140","ENSG00000259999","",NA
"111799","ENST00000661512","ENSG00000286653","",NA
"111800","ENST00000563811","ENSG00000261818","",NA
"111801","ENST00000568275","ENSG00000260183","",NA
"111802","ENST00000568437","ENSG00000260594","",NA
"111803","ENST00000637770","ENSG00000283689","",NA
"111804","ENST00000570103","ENSG00000153774","CFDP1",NA
"111815","ENST00000585765","ENSG00000267131","",101927855
"111816","ENST00000480386","ENSG00000242207","HOXB-AS4",100874351
"111818","ENST00000673761","ENSG00000288564","",NA
"111819","ENST00000657062","ENSG00000286826","",NA
"111820","ENST00000564830","ENSG00000261039","LINC02544",NA
"111821","ENST00000660724","ENSG00000226445","",NA
"111824","ENST00000457833","ENSG00000233085","",NA
"111826","ENST00000414044","ENSG00000224999","VTA1P1",NA
"111827","ENST00000621053","ENSG00000276302","",NA
"111828","ENST00000615674","ENSG00000273712","",NA
"111829","ENST00000605757","ENSG00000270326","SMIM15P2",NA
"111830","ENST00000405630","ENSG00000216802","",NA
"111831","ENST00000432673","ENSG00000225177","",NA
"111836","ENST00000624173","ENSG00000279968","CCDC28A-AS1",NA
"111838","ENST00000449542","ENSG00000225415","ACKR4P1",NA
"111839","ENST00000572284","ENSG00000220600","",NA
"111841","ENST00000512279","ENSG00000250514","LINC02125",101928203
"111842","ENST00000568134","ENSG00000245768","",NA
"111846","ENST00000513332","ENSG00000251567","",NA
"111848","ENST00000617445","ENSG00000024862","CCDC28A",25901
"111849","ENST00000602666","ENSG00000250771","",NA
"111851","ENST00000653925","ENSG00000287968","",NA
"111852","ENST00000601618","ENSG00000269148","",NA
"111853","ENST00000567093","ENSG00000260417","",NA
"111854","ENST00000594297","ENSG00000170608","FOXA3",NA
"111856","ENST00000531894","ENSG00000196696","",283970
"111862","ENST00000511469","ENSG00000109255","NMU",10874
"111868","ENST00000607414","ENSG00000271780","",NA
"111869","ENST00000607122","ENSG00000272444","",NA
"111870","ENST00000556294","ENSG00000259013","",NA
"111871","ENST00000523953","ENSG00000133742","CA1",759
"111896","ENST00000302165","ENSG00000170604","IRF2BP1",NA
"111897","ENST00000389912","ENSG00000133983","COX16",51241
"111902","ENST00000322217","ENSG00000176182","MYPOP",339344
"111903","ENST00000341294","ENSG00000188425","NANOS2",339345
"111904","ENST00000528457","ENSG00000134744","TUT4",23318
"111925","ENST00000508373","ENSG00000203690","TCP10L3",NA
"111940","ENST00000536603","ENSG00000104983","CCDC61",729440
"111948","ENST00000352993","ENSG00000012048","BRCA1",672
"111982","ENST00000522704","ENSG00000254135","",NA
"111989","ENST00000511961","ENSG00000013561","RNF14",9604
"112005","ENST00000406819","ENSG00000219249","AMZ2P2",NA
"112006","ENST00000581555","ENSG00000265558","MIR3918",NA
"112007","ENST00000451712","ENSG00000233893","EZR-AS1",101409257
"112008","ENST00000402237","ENSG00000216471","RPSAP43",NA
"112009","ENST00000621525","ENSG00000258644","SYNJ2BP-COX16",100529257
"112013","ENST00000391031","ENSG00000212333","RNA5SP213",NA
"112014","ENST00000403830","ENSG00000219284","",NA
"112015","ENST00000405809","ENSG00000218187","",NA
"112016","ENST00000568952","ENSG00000260212","",NA
"112017","ENST00000407841","ENSG00000219699","",NA
"112018","ENST00000625799","ENSG00000281248","LINC02536",NA
"112019","ENST00000622571","ENSG00000274493","MRPS17P5",NA
"112020","ENST00000334575","ENSG00000243955","GSTA1",2938
"112023","ENST00000390225","ENSG00000211580","MIR769",768217
"112024","ENST00000008938","ENSG00000008438","PGLYRP1",8993
"112025","ENST00000320631","ENSG00000110047","EHD1",10938
"112038","ENST00000410708","ENSG00000222640","RNU2-51P",NA
"112039","ENST00000332647","ENSG00000179083","FAM133A",286499
"112042","ENST00000564085","ENSG00000140876","NUDT7",283927
"112049","ENST00000256366","ENSG00000213463","SYNJ2BP",55333
"112051","ENST00000218099","ENSG00000101981","F9",2158
"112055","ENST00000595955","ENSG00000268401","",NA
"112058","ENST00000598627","ENSG00000268053","",NA
"112059","ENST00000636127","ENSG00000096968","JAK2",3717
"112063","ENST00000341415","ENSG00000188624","IGFL3",388555
"112064","ENST00000679631","ENSG00000139985","ADAM21",8747
"112066","ENST00000556646","ENSG00000257759","",NA
"112067","ENST00000505049","ENSG00000164124","TMEM144",55314
"112084","ENST00000649019","ENSG00000259158","ADAM20P1",317760
"112087","ENST00000356688","ENSG00000186522","SEPTIN10",151011
"112101","ENST00000427342","ENSG00000234040","RPL10P12",NA
"112102","ENST00000625201","ENSG00000279171","",NA
"112103","ENST00000558095","ENSG00000259339","TGIF1P1",NA
"112104","ENST00000288912","ENSG00000158023","CFAP251",144406
"112113","ENST00000559756","ENSG00000259605","",NA
"112115","ENST00000516454","ENSG00000252263","RNU6-659P",NA
"112116","ENST00000256389","ENSG00000134007","ADAM20",8748
"112118","ENST00000590076","ENSG00000267395","DM1-AS",NA
"112122","ENST00000424144","ENSG00000223622","GSTA6P",NA
"112123","ENST00000370989","ENSG00000182793","GSTA5",221357
"112125","ENST00000620487","ENSG00000274397","",NA
"112126","ENST00000593999","ENSG00000268434","",NA
"112130","ENST00000494533","ENSG00000244222","OR7E121P",NA
"112131","ENST00000473259","ENSG00000244653","UBFD1P1",NA
"112132","ENST00000496669","ENSG00000241293","PPATP1",NA
"112133","ENST00000554963","ENSG00000133997","MED6",10001
"112145","ENST00000470263","ENSG00000239440","LINC02008",105377180
"112152","ENST00000452866","ENSG00000230375","GSTA11P",NA
"112153","ENST00000663832","ENSG00000287885","",105371272
"112154","ENST00000412182","ENSG00000230845","GSTA10P",NA
"112155","ENST00000612833","ENSG00000276337","",NA
"112156","ENST00000373089","ENSG00000096264","NCR2",9436
"112159","ENST00000568458","ENSG00000260504","",NA
"112160","ENST00000641075","ENSG00000284675","",NA
"112161","ENST00000624626","ENSG00000280261","",NA
"112162","ENST00000561500","ENSG00000181019","NQO1",1728
"112169","ENST00000377735","ENSG00000185800","DMWD",NA
"112177","ENST00000497946","ENSG00000242190","",NA
"112178","ENST00000494559","ENSG00000121440","PDZRN3",23024
"112190","ENST00000625120","ENSG00000279284","",NA
"112191","ENST00000623968","ENSG00000280371","",NA
"112192","ENST00000660223","ENSG00000226917","LINC01276",103106903
"112196","ENST00000578353","ENSG00000266494","MIR4641",NA
"112197","ENST00000439485","ENSG00000146039","SLC17A4",10050
"112200","ENST00000600188","ENSG00000104941","RSPH6A",81492
"112203","ENST00000258888","ENSG00000136383","ALPK3",57538
"112205","ENST00000370576","ENSG00000101977","MCF2",NA
"112215","ENST00000428947","ENSG00000230835","",NA
"112216","ENST00000384915","ENSG00000283926","MIR192",406967
"112217","ENST00000384864","ENSG00000284155","MIR194-2",406970
"112218","ENST00000418259","ENSG00000110046","ATG2A",23130
"112224","ENST00000548295","ENSG00000257586","",NA
"112225","ENST00000244527","ENSG00000124568","SLC17A1",6568
"112229","ENST00000520919","ENSG00000214357","NEURL1B",54492
"112232","ENST00000405201","ENSG00000196498","NCOR2",9612
"112256","ENST00000363138","ENSG00000200008","",NA
"112257","ENST00000621310","ENSG00000276702","",NA
"112258","ENST00000560404","ENSG00000259408","",NA
"112259","ENST00000560268","ENSG00000259287","",NA
"112260","ENST00000675287","ENSG00000169857","AVEN",NA
"112264","ENST00000589751","ENSG00000267273","",NA
"112265","ENST00000659036","ENSG00000287960","",105372268
"112266","ENST00000567299","ENSG00000260112","",NA
"112267","ENST00000383263","ENSG00000184984","CHRM5",1133
"112270","ENST00000253115","ENSG00000130818","ZNF426",79088
"112275","ENST00000330794","ENSG00000184584","STING1",340061
"112298","ENST00000621925","ENSG00000278472","",NA
"112299","ENST00000670947","ENSG00000287840","",NA
