"","ENST","ENSG","Symbol","Entrez"
"108924","ENST00000584157","ENSG00000263531","",NA
"108925","ENST00000614061","ENSG00000278765","",NA
"108926","ENST00000612552","ENSG00000278346","",NA
"108927","ENST00000577746","ENSG00000266872","",NA
"108928","ENST00000411528","ENSG00000204873","KRTAP9-3",83900
"108929","ENST00000474761","ENSG00000244559","",NA
"108930","ENST00000577846","ENSG00000263657","",NA
"108931","ENST00000531480","ENSG00000071894","CPSF1",29894
"108945","ENST00000578295","ENSG00000176208","ATAD5",79915
"108948","ENST00000542454","ENSG00000168398","BDKRB2",624
"108951","ENST00000274747","ENSG00000124532","MRS2",57380
"108957","ENST00000557572","ENSG00000053254","FOXN3",1112
"108976","ENST00000336505","ENSG00000173611","SCAI",286205
"108983","ENST00000374951","ENSG00000204279","PAGE3",NA
"108985","ENST00000531787","ENSG00000166928","MS4A14",84689
"108996","ENST00000595235","ENSG00000269791","SSX4B",548313
"108998","ENST00000246672","ENSG00000126368","NR1D1",9572
"108999","ENST00000433030","ENSG00000236371","CT47A1",NA
"109000","ENST00000423387","ENSG00000238205","MPC1L",NA
"109001","ENST00000472595","ENSG00000184911","DMRTC1B",728656
"109008","ENST00000555220","ENSG00000089775","ZBTB25",7597
"109012","ENST00000623934","ENSG00000279326","",NA
"109013","ENST00000420146","ENSG00000226680","",NA
"109014","ENST00000446355","ENSG00000237813","",NA
"109017","ENST00000440224","ENSG00000243621","",NA
"109018","ENST00000433048","ENSG00000237064","EIF3IP1",442720
"109019","ENST00000396472","ENSG00000151327","FAM177A1",283635
"109030","ENST00000481618","ENSG00000241225","NMTRS-TGA3-1",NA
"109031","ENST00000579033","ENSG00000266222","",NA
"109032","ENST00000261708","ENSG00000108651","UTP6",55813
"109041","ENST00000537256","ENSG00000154118","JPH3",57338
"109045","ENST00000453237","ENSG00000180871","CXCR2",3579
"109052","ENST00000369042","ENSG00000178409","BEND3",57673
"109054","ENST00000300190","ENSG00000166930","MS4A5",64232
"109060","ENST00000652536","ENSG00000085377","PREP",5550
"109063","ENST00000604681","ENSG00000270945","HSPE1P7",NA
"109064","ENST00000612828","ENSG00000154529","CNTNAP3B",728577
"109079","ENST00000594565","ENSG00000268940","CT45A1",541466
"109081","ENST00000394156","ENSG00000140937","CDH11",1009
"109100","ENST00000516567","ENSG00000252376","RNA5SP395",NA
"109101","ENST00000495139","ENSG00000242737","",NA
"109102","ENST00000560159","ENSG00000170236","USP50",373509
"109113","ENST00000530303","ENSG00000176984","",NA
"109115","ENST00000674313","ENSG00000155465","SLC7A7",9056
"109137","ENST00000444288","ENSG00000227692","MED28P3",NA
"109138","ENST00000393397","ENSG00000227331","RPL7AP22",NA
"109139","ENST00000328965","ENSG00000184232","OAF",220323
"109142","ENST00000645624","ENSG00000127990","SGCE",8910
"109240","ENST00000418459","ENSG00000232799","CRYGFP",NA
"109241","ENST00000428675","ENSG00000115896","PLCL1",5334
"109247","ENST00000544017","ENSG00000105197","TIMM50",92609
"109266","ENST00000381222","ENSG00000214717","ZBED1",9189
"109272","ENST00000519976","ENSG00000253445","",NA
"109273","ENST00000502645","ENSG00000251314","",NA
"109276","ENST00000260264","ENSG00000137709","POU2F3",25833
"109283","ENST00000296414","ENSG00000070190","DAPP1",27071
"109287","ENST00000616698","ENSG00000277120","MIR6089",102464837
"109288","ENST00000445785","ENSG00000230542","LINC00102",NA
"109289","ENST00000561267","ENSG00000092439","TRPM7",54822
"109299","ENST00000611428","ENSG00000002586","CD99",4267
"109314","ENST00000637782","ENSG00000164904","ALDH7A1",501
"109351","ENST00000434096","ENSG00000231043","",NA
"109352","ENST00000393359","ENSG00000135966","TGFBRAP1",9392
"109355","ENST00000367178","ENSG00000213079","SCAF8",22828
"109361","ENST00000461060","ENSG00000226439","",NA
"109362","ENST00000510967","ENSG00000249463","",NA
"109363","ENST00000281154","ENSG00000151475","SLC25A31",83447
"109364","ENST00000444266","ENSG00000232688","LINC01628",102724321
"109365","ENST00000430194","ENSG00000233299","HIGD1AP4",NA
"109366","ENST00000624705","ENSG00000279602","",NA
"109367","ENST00000585212","ENSG00000265791","",NA
"109368","ENST00000509833","ENSG00000249870","",NA
"109369","ENST00000584218","ENSG00000265863","GPR160P2",NA
"109370","ENST00000481510","ENSG00000287071","CDRT15P4",NA
"109372","ENST00000514388","ENSG00000248807","KRTAP9-12P",NA
"109373","ENST00000468675","ENSG00000244004","RPS3AP19",NA
"109374","ENST00000508857","ENSG00000248883","B4GALNT2P1",NA
"109375","ENST00000504640","ENSG00000249262","",NA
"109376","ENST00000582246","ENSG00000263787","SKAP1-AS1",NA
"109377","ENST00000305363","ENSG00000087128","TMPRSS11E",28983
"109379","ENST00000263955","ENSG00000081320","STK17B",9262
"109384","ENST00000253799","ENSG00000131480","AOC2",314
"109386","ENST00000401314","ENSG00000284310","MIR939",100126351
"109387","ENST00000579254","ENSG00000284139","MIR1234",100302196
"109388","ENST00000618543","ENSG00000283770","MIR6849",102466749
"109389","ENST00000607491","ENSG00000272115","",NA
"109390","ENST00000527148","ENSG00000147804","SLC39A4",55630
"109399","ENST00000634540","ENSG00000263715","LINC02210-CRHR1",104909134
"109401","ENST00000558822","ENSG00000259541","",649133
"109403","ENST00000332503","ENSG00000182742","HOXB4",NA
"109404","ENST00000621414","ENSG00000274303","",NA
"109405","ENST00000534988","ENSG00000256116","",NA
"109407","ENST00000309318","ENSG00000173457","PPP1R14B",NA
"109410","ENST00000580873","ENSG00000265334","",NA
"109411","ENST00000486904","ENSG00000242431","",NA
"109412","ENST00000618019","ENSG00000138650","PCDH10",57575
"109415","ENST00000619646","ENSG00000276790","",NA
"109416","ENST00000309889","ENSG00000173991","TCAP",8557
"109418","ENST00000600437","ENSG00000090932","DLL3",10683
"109423","ENST00000398851","ENSG00000250462","LRRC37BP1",NA
"109426","ENST00000304385","ENSG00000170006","TMEM154",NA
"109430","ENST00000649605","ENSG00000227011","LINC02876",NA
"109432","ENST00000545800","ENSG00000257086","",NA
"109433","ENST00000539086","ENSG00000257069","",106780802
"109434","ENST00000285243","ENSG00000154945","ANKRD40",91369
"109437","ENST00000343629","ENSG00000140950","MEAK7",57707
"109446","ENST00000432828","ENSG00000223777","",NA
"109447","ENST00000429008","ENSG00000226939","",NA
"109448","ENST00000481111","ENSG00000230353","RPS21P2",NA
"109449","ENST00000504587","ENSG00000249012","",NA
"109450","ENST00000384297","ENSG00000207024","",NA
"109451","ENST00000502668","ENSG00000250375","",NA
"109452","ENST00000419129","ENSG00000237477","",NA
"109453","ENST00000328404","ENSG00000219435","CATSPERZ",NA
"109456","ENST00000356291","ENSG00000198092","TMPRSS11F",389208
"109457","ENST00000417035","ENSG00000238065","LRRC57P1",NA
"109458","ENST00000604818","ENSG00000270659","",NA
"109459","ENST00000481801","ENSG00000152127","MGAT5",4249
"109464","ENST00000326282","ENSG00000176401","EID2B",126272
"109466","ENST00000594676","ENSG00000269792","",NA
"109467","ENST00000504520","ENSG00000251022","THAP9-AS1",NA
"109479","ENST00000569586","ENSG00000260105","AOC4P",90586
"109485","ENST00000593394","ENSG00000269584","TDGF1P7",NA
"109486","ENST00000390658","ENSG00000176396","EID2",163126
"109487","ENST00000265462","ENSG00000126432","PRDX5",25824
"109490","ENST00000600089","ENSG00000269588","",NA
"109491","ENST00000676107","ENSG00000112144","CILK1",22858
"109494","ENST00000424347","ENSG00000148019","CEP78",84131
"109518","ENST00000377348","ENSG00000160948","VPS28",51160
"109534","ENST00000601963","ENSG00000269188","",NA
"109535","ENST00000486345","ENSG00000244253","RPS29P24",NA
"109536","ENST00000481709","ENSG00000243581","RPS29P25",NA
"109537","ENST00000307522","ENSG00000169515","CCDC8",83987
"109538","ENST00000438932","ENSG00000182013","PNMA8A",55228
"109541","ENST00000262144","ENSG00000103091","WDR59",79726
"109564","ENST00000594749","ENSG00000204851","PNMA8B",57469
"109566","ENST00000579632","ENSG00000108465","CDK5RAP3",80279
"109603","ENST00000377652","ENSG00000204850","",NA
"109604","ENST00000614101","ENSG00000278797","",NA
"109605","ENST00000503632","ENSG00000249210","GAPDHP38",NA
"109606","ENST00000467047","ENSG00000124253","PCK1",5105
"109612","ENST00000391918","ENSG00000160014","CALM3",808
"109625","ENST00000415387","ENSG00000273118","",NA
"109626","ENST00000661436","ENSG00000287875","",NA
"109627","ENST00000434574","ENSG00000213194","CDK7P1",NA
"109628","ENST00000416092","ENSG00000240286","MEAF6P1",NA
"109629","ENST00000436885","ENSG00000228251","",NA
"109630","ENST00000356786","ENSG00000168071","CCDC88B",283234
"109640","ENST00000424873","ENSG00000178162","FAR2P2",NA
"109648","ENST00000659448","ENSG00000287841","",NA
"109649","ENST00000381782","ENSG00000179299","NSUN7",NA
"109656","ENST00000424850","ENSG00000227297","",NA
"109657","ENST00000558237","ENSG00000259684","",NA
"109658","ENST00000676296","ENSG00000288645","",NA
"109659","ENST00000469282","ENSG00000243027","RN7SL354P",NA
"109660","ENST00000395822","ENSG00000124256","ZBP1",81030
"109669","ENST00000261854","ENSG00000138600","SPPL2A",NA
"109676","ENST00000368326","ENSG00000203760","CENPW",387103
"109679","ENST00000644266","ENSG00000124343","XG",7499
"109691","ENST00000373229","ENSG00000095981","KCNK16",83795
"109696","ENST00000376856","ENSG00000204637","ARPP19P2",NA
"109697","ENST00000416102","ENSG00000238180","RPL21P34",NA
"109698","ENST00000422118","ENSG00000231189","",NA
"109699","ENST00000658772","ENSG00000287129","",NA
"109700","ENST00000624511","ENSG00000279205","",NA
"109701","ENST00000451342","ENSG00000188674","C2orf80",389073
"109708","ENST00000568324","ENSG00000261129","",NA
"109709","ENST00000429670","ENSG00000250361","GYPB",2994
"109726","ENST00000360900","ENSG00000103248","MTHFSD",64779
"109746","ENST00000359676","ENSG00000197183","NOL4L",140688
"109756","ENST00000296978","ENSG00000164484","TMEM200A",114801
"109760","ENST00000624738","ENSG00000279665","",NA
"109761","ENST00000558317","ENSG00000259773","",NA
"109762","ENST00000470304","ENSG00000241130","RPL32P30",NA
"109763","ENST00000597609","ENSG00000269292","",NA
"109764","ENST00000291294","ENSG00000160013","PTGIR",5739
"109770","ENST00000635831","ENSG00000140521","POLG",5428
"109800","ENST00000547074","ENSG00000157227","MMP14",4323
"109808","ENST00000450536","ENSG00000135597","REPS1",85021
"109829","ENST00000664735","ENSG00000286776","",NA
"109830","ENST00000422468","ENSG00000144188","TRIM43CP",NA
"109831","ENST00000468306","ENSG00000013619","MAMLD1",10046
"109842","ENST00000281828","ENSG00000116120","FARSB",10056
"109844","ENST00000516991","ENSG00000252800","",NA
"109845","ENST00000556233","ENSG00000258962","",NA
"109846","ENST00000624917","ENSG00000279161","",NA
"109847","ENST00000391916","ENSG00000197380","DACT3",147906
"109850","ENST00000363172","ENSG00000275154","",NA
"109851","ENST00000565058","ENSG00000260711","",NA
"109852","ENST00000435962","ENSG00000165929","TC2N",123036
"109859","ENST00000311275","ENSG00000101040","ZMYND8",23613
"109880","ENST00000477706","ENSG00000072506","HSD17B10",3028
"109889","ENST00000615925","ENSG00000278359","MIR7155",102466815
"109890","ENST00000473668","ENSG00000243560","RN7SL364P",NA
"109891","ENST00000390179","ENSG00000211513","MIR320E",NA
"109892","ENST00000600716","ENSG00000269487","",NA
"109893","ENST00000410682","ENSG00000222614","",NA
"109894","ENST00000248668","ENSG00000128011","LRFN1",57622
"109895","ENST00000528057","ENSG00000162302","RPS6KA4",8986
"109903","ENST00000598494","ENSG00000130545","CRB3",92359
"109907","ENST00000506459","ENSG00000250076","MAPRE1P2",NA
"109908","ENST00000456671","ENSG00000213148","JPT1P1",NA
"109909","ENST00000512194","ENSG00000287542","",8916
"109910","ENST00000426907","ENSG00000086758","HUWE1",10075
"109925","ENST00000515673","ENSG00000170153","RNF150",57484
"109931","ENST00000322522","ENSG00000151689","INPP1",3628
"109946","ENST00000569669","ENSG00000261236","BOP1",23246
"109952","ENST00000590444","ENSG00000205744","DENND1C",79958
"109966","ENST00000267622","ENSG00000100815","TRIP11",9321
"109971","ENST00000375731","ENSG00000148090","AUH",549
"109976","ENST00000665742","ENSG00000287565","",NA
"109977","ENST00000513393","ENSG00000248510","LINC02267",NA
"109979","ENST00000624114","ENSG00000279913","",NA
"109980","ENST00000565496","ENSG00000260443","",NA
"109981","ENST00000508672","ENSG00000250919","UGT2B26P",NA
"109982","ENST00000430050","ENSG00000232190","LINC02181",NA
"109984","ENST00000614981","ENSG00000277003","",NA
"109985","ENST00000473913","ENSG00000243697","",NA
"109986","ENST00000670133","ENSG00000287161","",NA
"109988","ENST00000565644","ENSG00000103257","SLC7A5",8140
"109991","ENST00000509133","ENSG00000227725","POLR2MP1",NA
"109992","ENST00000508605","ENSG00000248434","",NA
"109995","ENST00000507207","ENSG00000249764","",NA
"109996","ENST00000504882","ENSG00000249000","",NA
"109997","ENST00000513836","ENSG00000251266","LINC02429",105377247
"110001","ENST00000514826","ENSG00000109445","ZNF330",NA
"110009","ENST00000319080","ENSG00000175727","MLXIP",22877
"110020","ENST00000376986","ENSG00000119125","GDA",9615
"110029","ENST00000638723","ENSG00000285978","",NA
"110030","ENST00000651494","ENSG00000286182","",NA
"110031","ENST00000523820","ENSG00000253134","",NA
"110032","ENST00000522195","ENSG00000185056","C5orf47",133491
"110034","ENST00000408346","ENSG00000221273","MIR1237",100302280
"110035","ENST00000457725","ENSG00000231680","LINC02723",NA
"110036","ENST00000666543","ENSG00000231492","",NA
"110039","ENST00000316124","ENSG00000181908","LINC02724",100996455
"110040","ENST00000670317","ENSG00000286816","",NA
"110041","ENST00000444862","ENSG00000232500","",NA
"110042","ENST00000446065","ENSG00000237363","",NA
"110043","ENST00000377585","ENSG00000168065","SLC22A11",55867
"110051","ENST00000602388","ENSG00000269935","",NA
"110052","ENST00000329198","ENSG00000183072","NKX2-5",1482
"110056","ENST00000568444","ENSG00000104731","KLHDC4",54758
"110083","ENST00000457290","ENSG00000238273","",NA
"110085","ENST00000675888","ENSG00000185803","SLC52A2",79581
"110112","ENST00000523279","ENSG00000253244","",NA
"110113","ENST00000502757","ENSG00000251372","LINC00499",100874047
"110137","ENST00000641205","ENSG00000170214","ADRA1B",147
"110140","ENST00000639587","ENSG00000284167","MTATP6P5",NA
"110141","ENST00000409150","ENSG00000189362","NEMP2",100131211
"110147","ENST00000507398","ENSG00000249403","",NA
"110148","ENST00000478287","ENSG00000231579","RPL7P21",NA
"110149","ENST00000519111","ENSG00000253646","",NA
"110150","ENST00000512672","ENSG00000249287","",NA
"110151","ENST00000506693","ENSG00000113761","ZNF346",23567
"110161","ENST00000556323","ENSG00000259020","",NA
"110162","ENST00000553514","ENSG00000183648","NDUFB1",4707
"110169","ENST00000508581","ENSG00000250532","",NA
"110170","ENST00000502759","ENSG00000248698","LINC01085",NA
"110175","ENST00000377567","ENSG00000197891","SLC22A12",116085
"110180","ENST00000434635","ENSG00000224675","",NA
"110181","ENST00000517441","ENSG00000171428","NAT1",9
"110189","ENST00000615487","ENSG00000275234","",NA
"110190","ENST00000511857","ENSG00000250403","",NA
"110191","ENST00000410115","ENSG00000150540","HNMT",3176
"110199","ENST00000398520","ENSG00000145217","SLC26A1",10861
"110204","ENST00000264071","ENSG00000104833","TUBB4A",10382
"110217","ENST00000266736","ENSG00000139344","AMDHD1",144193
"110221","ENST00000298875","ENSG00000165934","CPSF2",53981
"110226","ENST00000412562","ENSG00000228121","PHBP3",NA
"110227","ENST00000523677","ENSG00000253313","C1orf210",149466
"110229","ENST00000371279","ENSG00000162396","PARS2",25973
"110230","ENST00000610199","ENSG00000272995","",NA
"110231","ENST00000371532","ENSG00000203995","ZYG11A",440590
"110234","ENST00000635766","ENSG00000106976","DNM1",1759
"110263","ENST00000295213","ENSG00000163071","SPATA18",132671
"110273","ENST00000523491","ENSG00000253937","NATP",NA
"110274","ENST00000465163","ENSG00000244593","",NA
"110275","ENST00000660285","ENSG00000285624","",NA
"110277","ENST00000605477","ENSG00000271654","",NA
"110278","ENST00000510455","ENSG00000250494","",NA
"110279","ENST00000529837","ENSG00000254687","",NA
"110281","ENST00000557474","ENSG00000258435","",NA
"110282","ENST00000265572","ENSG00000082556","OPRK1",4986
"110287","ENST00000607832","ENSG00000272149","",NA
"110288","ENST00000553106","ENSG00000171759","PAH",5053
"110306","ENST00000311128","ENSG00000174839","DENND6A",201627
"110312","ENST00000448534","ENSG00000236791","OR2AI1P",NA
"110313","ENST00000623774","ENSG00000278963","",NA
"110314","ENST00000511650","ENSG00000250101","",NA
"110315","ENST00000619068","ENSG00000276778","LINC02227",101927697
"110316","ENST00000225941","ENSG00000108798","ABI3",51225
"110320","ENST00000302472","ENSG00000171522","PTGER4",NA
"110325","ENST00000431943","ENSG00000227742","CALR4P",NA
"110329","ENST00000342058","ENSG00000140092","FBLN5",10516
"110338","ENST00000641494","ENSG00000284686","",NA
"110343","ENST00000505810","ENSG00000183111","ARHGEF37",389337
"110346","ENST00000441935","ENSG00000227149","MTCO1P44",NA
"110347","ENST00000566892","ENSG00000260484","",NA
"110348","ENST00000611767","ENSG00000274295","",NA
"110349","ENST00000341772","ENSG00000187957","DNER",92737
"110351","ENST00000294353","ENSG00000162378","ZYG11B",79699
"110353","ENST00000519067","ENSG00000022567","SLC45A4",57210
"110359","ENST00000431413","ENSG00000138641","HERC3",8916
"110368","ENST00000380985","ENSG00000123213","NLN",57486
"110378","ENST00000599292","ENSG00000268203","",NA
"110379","ENST00000596027","ENSG00000268191","",NA
"110380","ENST00000245817","ENSG00000125657","TNFSF9",8744
"110381","ENST00000385268","ENSG00000208003","MIR549A",693132
"110382","ENST00000560873","ENSG00000259546","",NA
"110383","ENST00000474759","ENSG00000157445","CACNA2D3",55799
"110395","ENST00000560560","ENSG00000259649","",NA
"110398","ENST00000584594","ENSG00000265265","",NA
"110399","ENST00000502398","ENSG00000248895","",NA
"110400","ENST00000264156","ENSG00000076003","MCM6",4175
"110403","ENST00000441047","ENSG00000233380","RPS2P48",NA
"110404","ENST00000572349","ENSG00000261886","GOSR2-DT",NA
"110405","ENST00000619987","ENSG00000117899","MESD",NA
"110412","ENST00000584276","ENSG00000266601","",NA
"110413","ENST00000426127","ENSG00000173714","WFIKKN2",124857
"110415","ENST00000594355","ENSG00000268742","",NA
"110416","ENST00000601934","ENSG00000269546","CLIC4P2",NA
"110417","ENST00000648749","ENSG00000233079","LINC01755",NA
"110420","ENST00000362353","ENSG00000199223","",NA
"110421","ENST00000423145","ENSG00000125726","CD70",970
"110424","ENST00000433606","ENSG00000237410","NRXN2-AS1",NA
"110425","ENST00000262065","ENSG00000108960","MMD",23531
"110429","ENST00000371191","ENSG00000162599","NFIA",4774
"110451","ENST00000600588","ENSG00000268785","RPL7P50",NA
"110452","ENST00000621745","ENSG00000283950","MIR6791",102465474
"110453","ENST00000464324","ENSG00000068831","RASGRP2",10235
"110476","ENST00000563737","ENSG00000260619","",NA
"110477","ENST00000581410","ENSG00000265855","MIR4514",100616181
"110478","ENST00000624864","ENSG00000280035","",NA
"110479","ENST00000620635","ENSG00000277782","",NA
"110480","ENST00000517658","ENSG00000253307","",NA
"110481","ENST00000560091","ENSG00000156206","CFAP161",161502
"110484","ENST00000600428","ENSG00000125733","TRIP10",9322
"110497","ENST00000518520","ENSG00000254019","",NA
"110498","ENST00000520606","ENSG00000254197","",NA
"110499","ENST00000523604","ENSG00000254291","",NA
"110500","ENST00000521073","ENSG00000253595","LINC01300",731779
"110502","ENST00000562459","ENSG00000261655","",NA
"110503","ENST00000377741","ENSG00000204882","GPR20",2843
"110504","ENST00000430586","ENSG00000232034","",NA
"110505","ENST00000441321","ENSG00000233741","RPL27P7",NA
"110506","ENST00000413403","ENSG00000238277","",NA
"110507","ENST00000482222","ENSG00000237964","RAD52P1",NA
"110508","ENST00000360943","ENSG00000159202","UBE2Z",NA
"110516","ENST00000501440","ENSG00000244998","",NA
"110517","ENST00000426801","ENSG00000229670","PKP4P1",NA
"110518","ENST00000606664","ENSG00000271959","",NA
"110519","ENST00000475851","ENSG00000011523","CEP68",23177
"110524","ENST00000458800","ENSG00000238854","",NA
"110525","ENST00000608088","ENSG00000272632","",NA
"110526","ENST00000509798","ENSG00000250341","LINC02510",NA
"110527","ENST00000523612","ENSG00000253605","HNRNPA1P38",NA
"110528","ENST00000468562","ENSG00000240905","RN7SL798P",NA
"110529","ENST00000494712","ENSG00000241997","RN7SL323P",NA
"110530","ENST00000435260","ENSG00000236814","",NA
"110531","ENST00000625077","ENSG00000279834","",NA
"110532","ENST00000459159","ENSG00000238650","SNORD54",26795
"110533","ENST00000559213","ENSG00000259461","ANP32BP3",NA
"110534","ENST00000521403","ENSG00000253603","CERNA3",NA
"110535","ENST00000513394","ENSG00000248578","NPM1P21",NA
"110536","ENST00000648837","ENSG00000285667","",NA
"110537","ENST00000263985","ENSG00000059691","GATB",NA
"110551","ENST00000311923","ENSG00000172680","MOS",4342
"110552","ENST00000338602","ENSG00000156222","SLC28A1",9154
"110556","ENST00000408166","ENSG00000221093","",NA
"110557","ENST00000316981","ENSG00000181690","PLAG1",5324
"110562","ENST00000515264","ENSG00000251666","ZNF346-IT1",NA
"110563","ENST00000512757","ENSG00000248355","ARL2BPP6",NA
"110564","ENST00000552951","ENSG00000151131","NOPCHAP1",121053
"110570","ENST00000483777","ENSG00000253261","",NA
"110571","ENST00000568699","ENSG00000261653","",NA
"110572","ENST00000515724","ENSG00000249689","",NA
"110573","ENST00000602862","ENSG00000270124","",NA
"110574","ENST00000569147","ENSG00000261592","",NA
"110575","ENST00000465572","ENSG00000213316","LTC4S",4056
"110583","ENST00000563098","ENSG00000261058","",NA
"110584","ENST00000669335","ENSG00000288565","",NA
"110585","ENST00000521831","ENSG00000170791","CHCHD7",79145
"110603","ENST00000416256","ENSG00000092203","TOX4",9878
"110617","ENST00000311635","ENSG00000103264","FBXO31",79791
"110625","ENST00000354371","ENSG00000198612","COPS8",10920
"110632","ENST00000624013","ENSG00000279128","",NA
"110633","ENST00000617845","ENSG00000276972","",NA
"110634","ENST00000609970","ENSG00000273434","OR8S21P",NA
"110635","ENST00000552100","ENSG00000257210","NACAP8",NA
"110636","ENST00000618674","ENSG00000278084","",NA
"110637","ENST00000394008","ENSG00000198083","KRTAP9-9",81870
"110638","ENST00000543473","ENSG00000111707","SUDS3",64426
"110642","ENST00000487833","ENSG00000243521","RPL5P33",NA
"110643","ENST00000478577","ENSG00000243058","RPL39P33",NA
"110644","ENST00000393043","ENSG00000141367","CLTC",1213
"110659","ENST00000523176","ENSG00000253406","",NA
"110660","ENST00000652199","ENSG00000254299","LINC01944",NA
"110662","ENST00000505889","ENSG00000248761","",NA
"110663","ENST00000515403","ENSG00000248596","",NA
"110664","ENST00000524198","ENSG00000254391","",NA
"110665","ENST00000495837","ENSG00000241112","RPL29P14",NA
"110666","ENST00000625059","ENSG00000279679","",NA
"110667","ENST00000603941","ENSG00000271477","",NA
"110668","ENST00000622688","ENSG00000274964","",NA
"110669","ENST00000621177","ENSG00000274478","",NA
"110670","ENST00000552426","ENSG00000257910","",NA
"110671","ENST00000623341","ENSG00000280419","",NA
"110672","ENST00000537570","ENSG00000256664","",NA
"110673","ENST00000520111","ENSG00000123643","SLC36A1",206358
"110684","ENST00000562982","ENSG00000168589","DYNLRB2",83657
"110690","ENST00000228644","ENSG00000111049","MYF5",NA
"110691","ENST00000472008","ENSG00000241744","",NA
"110692","ENST00000650064","ENSG00000179941","BBS10",79738
"110693","ENST00000606048","ENSG00000272343","",NA
"110694","ENST00000524200","ENSG00000254216","",NA
"110695","ENST00000536422","ENSG00000256494","LINC02825",NA
"110696","ENST00000536512","ENSG00000256298","",NA
"110697","ENST00000494840","ENSG00000244681","MTHFD2P1",100287639
"110700","ENST00000622967","ENSG00000280196","",NA
"110701","ENST00000547679","ENSG00000257548","",NA
"110702","ENST00000425371","ENSG00000235872","",NA
"110703","ENST00000462011","ENSG00000244464","",NA
"110707","ENST00000465341","ENSG00000240991","RPL23AP67",NA
"110708","ENST00000479329","ENSG00000241319","SETP6",NA
"110709","ENST00000323851","ENSG00000104419","NDRG1",10397
"110770","ENST00000429239","ENSG00000213439","OR5AC1",NA
"110771","ENST00000552983","ENSG00000169372","CRADD",8738
"110783","ENST00000568776","ENSG00000259867","DYNLRB2-AS1",NA
"110793","ENST00000539760","ENSG00000165819","METTL3",56339
"110807","ENST00000383710","ENSG00000163618","CADPS",8618
"110827","ENST00000602665","ENSG00000270082","",NA
"110828","ENST00000670315","ENSG00000286888","",NA
"110829","ENST00000595705","ENSG00000269826","",NA
"110830","ENST00000261435","ENSG00000078177","N4BP2",55728
"110834","ENST00000569362","ENSG00000260420","LINC02182",NA
"110836","ENST00000651611","ENSG00000286221","",NA
"110843","ENST00000349457","ENSG00000159618","ADGRG5",221188
"110850","ENST00000569869","ENSG00000259818","CZIB-DT",NA
"110851","ENST00000437753","ENSG00000229444","ST3GAL3-AS1",101929592
"110852","ENST00000498273","ENSG00000240563","L1TD1",54596
"110853","ENST00000412637","ENSG00000228568","RPS15AP13",NA
"110854","ENST00000630384","ENSG00000112584","FAM120B",84498
"110859","ENST00000409243","ENSG00000222031","",NA
"110860","ENST00000448444","ENSG00000226034","NANOGNBP1",NA
"110861","ENST00000421326","ENSG00000229131","",NA
"110862","ENST00000432925","ENSG00000227098","",105373757
"110878","ENST00000549266","ENSG00000257997","",NA
"110880","ENST00000450811","ENSG00000234318","",NA
"110881","ENST00000417456","ENSG00000284773","",NA
"110882","ENST00000669020","ENSG00000287454","",NA
"110885","ENST00000451375","ENSG00000234481","",NA
"110887","ENST00000540596","ENSG00000256843","",NA
"110888","ENST00000671241","ENSG00000287229","",NA
"110889","ENST00000549647","ENSG00000258179","",NA
"110890","ENST00000469458","ENSG00000117862","TXNDC12",51060
"110895","ENST00000435407","ENSG00000244063","",NA
"110896","ENST00000442706","ENSG00000230991","",NA
"110897","ENST00000536742","ENSG00000183273","CCDC60",160777
"110902","ENST00000437837","ENSG00000235840","",NA
"110903","ENST00000295220","ENSG00000163075","CFAP221",200373
"110920","ENST00000342234","ENSG00000189120","SP6",80320
"110922","ENST00000504972","ENSG00000230148","HOXB-AS1",100874362
"110926","ENST00000547006","ENSG00000258285","TESC-AS1",NA
"110927","ENST00000511083","ENSG00000251254","GTF2F2P1",NA
"110928","ENST00000602601","ENSG00000269938","",NA
"110929","ENST00000506232","ENSG00000250977","",NA
"110930","ENST00000570478","ENSG00000263142","LRRC37A17P",NA
"110932","ENST00000463671","ENSG00000213448","RPS23P2",NA
"110933","ENST00000329798","ENSG00000183090","FREM3",166752
"110935","ENST00000537235","ENSG00000165821","SALL2",6297
"110942","ENST00000337179","ENSG00000173598","NUDT4",11163
"110949","ENST00000435828","ENSG00000235612","",NA
"110950","ENST00000428794","ENSG00000228369","TXNDC12-AS1",NA
"110951","ENST00000373019","ENSG00000183431","SF3A3",10946
"110959","ENST00000301015","ENSG00000103335","PIEZO1",9780
"110974","ENST00000508165","ENSG00000248191","PES1P1",NA
"110975","ENST00000323776","ENSG00000136449","MYCBPAP",84073
"110990","ENST00000609937","ENSG00000273472","",NA
"110991","ENST00000295256","ENSG00000163106","HPGDS",27306
"110994","ENST00000393752","ENSG00000184845","DRD1",1812
"110995","ENST00000657848","ENSG00000286505","",NA
"110996","ENST00000384310","ENSG00000207037","RNU6-339P",NA
"110997","ENST00000391086","ENSG00000212388","RNU6-796P",NA
"110998","ENST00000604365","ENSG00000271044","",NA
"110999","ENST00000335815","ENSG00000169131","ZNF354A",6940
"111002","ENST00000603643","ENSG00000270302","",NA
"111003","ENST00000514575","ENSG00000250813","SERF1AP1",NA
"111004","ENST00000636667","ENSG00000114062","UBE3A",7337
"111037","ENST00000535893","ENSG00000257096","",NA
"111038","ENST00000364488","ENSG00000201358","RN7SKP193",NA
